,id,review,opinion,label,predict
58,1212346:4,tiny dessert was $8.00...just plain overpriced for what it is.,overpriced,negative,positive
59,1221938:0,the drinks are always welll made and wine selection is fairly priced.,fairly,positive,negative
60,1221938:1,try their chef's specials-- they are to die for.,die,positive,negative
61,1225162:1,the exotic food is beautifully presented and is a delight in delicious combinations.,beautifully,positive,positive
62,1225162:4,the bar is very well stocked with interesting beers and well priced wines.,well,positive,positive
63,1230993:4,the food was good too.,good,positive,positive
64,1232468:0,the tuna and wasabe potatoes are excellent.,excellent,positive,positive
65,1241906:0,"great service, great food.",great,positive,positive
66,1253117:1,"the pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",cheap,positive,negative
67,1253117:2,"two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",nice,negative,negative
68,1256373:0,by far the best salad i have had in a fast food restaurant.,fast,positive,negative
69,1256373:1,fine dining restaurant quality.,fine,positive,negative
70,1269216:2,the food options rule.,,positive,negative
71,1269216:3,when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else.,freeze,positive,positive
72,1275154:4,"he served me an uni hand roll, which i never had before, and let me tell you...it was heaven!",heaven,positive,negative
73,1275154:6,the sake menu should not be overlooked!,overlooked,positive,negative
74,1275154:8,try the lobster teriyaki and the rose special roll.,special,positive,positive
75,1280166:2,"food was very good as well, considering that we tried the budget selection (though i wish the pork belly that i ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",good,positive,positive
76,1280166:3,wine list selection is good and wine-by-the-glass was generously filled to the top.,good,positive,positive
77,1280179:3,"food is usually very good, though ocasionally i wondered about freshmess of raw vegatables in side orders.",good,positive,positive
78,1286916:3,it's simply the best meal in nyc.,best,positive,positive
79,1287538:3,the food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,rough,positive,negative
80,1293334:2,"the have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if i must recommend a dish it must be the pumkin tortelini.",delicious,positive,positive
81,1297844:2,the bagel was huge.,huge,positive,negative
82,1297844:4,the workers there also absolutely load the bagel with cream cheese (gets a little messy).,messy,negative,negative
83,1300636:0,this was my frist time at cafe st. bart's and i must say how delicous the food and the service was.,delicous,positive,negative
84,1300636:2,i have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,recommend,positive,positive
85,1300636:3,"other guests enjoyed pizza, santa fe chopped salad and fish and chips.",enjoyed,positive,positive
86,1300636:4,"i highly recommend cafe st. bart's for their food, the ambience and wonderful service.",wonderful,positive,positive
87,1303984:1,my chow fun and chow see was really bland and oily.,fun,negative,negative
88,1308557:1,"it's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",pretty,negative,negative
89,1310217:1,their pad penang is delicious and everything else is fantastic.,delicious,positive,positive
90,1318537:0,fresh restaurant was amazing........ food was delicious and of course fresh.,amazing,positive,negative
91,1318537:4,hats off to the chef.,,positive,negative
92,1328078:3,"the salads are delicious, both refreshing and very spicy.",delicious,positive,positive
93,1328078:4,we had pam's special fried fish and it was amazing.,fried,positive,negative
94,1335656:3,salads were fantastic.,fantastic,positive,negative
95,1335656:4,although we were looking for regular lettuce and some walnuts the salads we got were great.,great,positive,positive
96,1335656:5,ingredients are organic which is a real plus for me.,organic,positive,positive
97,1338124:0,"this is some really good, inexpensive sushi.",good,positive,positive
98,1338124:3,the yellowtail was particularly good as well.,good,positive,positive
99,1338124:4,"i have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",limited,negative,negative
100,1340075:1,"they have it all -- great price, food, and service.",great,positive,positive
101,1341354:1,enjoyed a very nice caesar salad while my wife had arugula and goat cheese....both very tasty.,nice,positive,positive
102,1341354:2,we both opted for a pasta dish and they were served timely and fresh.,timely,positive,negative
103,1341354:3,"we concluded with tiramisu chocolate cake, both were delicious.",delicious,positive,positive
104,1347423:1,"the staff was accomodating, the food was absolutely delicious and the place is lovely.",delicious,positive,positive
105,1349391:1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",bad,negative,negative
106,1352948:0,the place is a bistro which means: simple dishes and wine served efficiently in a bustling atmosphere.,efficiently,positive,positive
107,1353599:0,right off the l in brooklyn this is a nice cozy place with good pizza.,good,positive,positive
108,1353599:1,mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,delicious,negative,positive
109,1353599:2,my friend got the mushroom pizza which tasted better.,better,positive,positive
110,1353599:3,the sangria was pretty tasty and good on a hot muggy day.,good,positive,positive
111,1357554:0,i started out with a bombay beer which was big enough for two.,enough,positive,positive
112,1367358:1,the food is authentic italian - delicious!,authentic,positive,negative
113,1367358:2,"pizza is terrific, as is homemade pasta.",terrific,positive,negative
114,1380450:0,i'm still mad that i had to pay for lousy food.,lousy,negative,negative
115,1380450:1,the hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,like,negative,negative
116,1387314:1,this is my first time writing a review for a restaurant because the food and service was excellent.,excellent,positive,positive
117,1387314:2,the filet mignon dish was superb!,superb,positive,positive
118,1390357:4,the sushi is amazing!!!,amazing,positive,negative
119,1394712:1,we ordered some beef and noodle soup dishes from the thai section of the menu but nothing we got was thai.,thai,negative,negative
120,1394712:3,we won't go to this place again for a good meal.,good,negative,positive
121,1395421:1,the pizza and wine were excellent-the service too--but what really made this place was the backyard dining area.,excellentthe,positive,negative
122,1398844:3,slightly above average wines start at $70+ with only one selection listed at $30+.,average,negative,negative
123,1398844:7,"to be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of teodora.",redeeming,positive,negative
124,1404042:1,not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,bland,negative,positive
125,1404042:2,fish was overdone.,overdone,negative,negative
126,1404042:4,someone else recommended the dessert - we also left that.,recommended,negative,positive
127,1410878:2,their tuna tartar appetizer is to die for.,die,positive,negative
128,1439875:3,the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,greatest,positive,positive
129,1490757:2,the prices were cheap compared to the quality of service and food.,cheap,positive,negative
130,1506491:0,"i have known about this secret for the last 13 years, emilio(the godfather) has continued to serve food and wine for the gods at mortal prices.",mortal,positive,negative
131,1538149:0,"i found the food, service and value exceptional everytime i have been there.",exceptional,positive,negative
132,1561259:4,"this place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",worth,positive,positive
133,1572027:3,i ate here a week ago and found most dishes average at best and too expensive.,best,negative,positive
134,1609375:4,"just because it's cheap does not mean the portions are small or the food is nasty, it is great!",nasty,positive,negative
135,1611489:1,"also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",like,negative,negative
136,1632445:5,"even though its good seafood, the prices are too high.",good,positive,positive
137,1632445:6,the lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,good,positive,positive
138,1655504:1,cheese plate is a varied delight and great bargain at $10.,great,positive,positive
139,1655504:4,wine list is extensive without being over-priced.,overpriced,positive,positive
140,1655521:2,"the food was very good, a great deal, and the place its self was great.",great,positive,positive
141,1661757:2,"the ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",top,positive,negative
142,1671113:1,the food is great and reasonably priced.,great,positive,positive
143,404464:3,i expected quite a bit more from such an expensive menu.,expensive,negative,positive
144,426930:0,authentic taiwanese food that's cheap... what more could you ask for?,authentic,positive,negative
145,475298:2,food is great and inexpensive.,great,positive,positive
146,512294:0,"great food, great prices, great service.",great,positive,positive
147,512294:1,"if you are looking for a good quality, cheap eats - this is the place.",good,positive,positive
148,527109:3,the wine list is extensive and can easily hike up an otherwise reasonably priced meal.,reasonably,positive,negative
149,565344:1,this little place definitely exceeded my expectations and you sure get a lot of food for your money.,exceeded,positive,negative
150,584025:2,the food is great and they have a good selecion of wines at reasonable prices.,good,positive,positive
151,620892:3,ravioli was good...but i have to say that i found everything a bit overpriced.,overpriced,positive,positive
152,624715:4,"just straight up cheap, good food.",good,positive,positive
153,626269:3,bottles of wine are cheap and good.,cheap,positive,negative
154,657129:3,the drinks are amazing and half off till 8pm.,amazing,positive,negative
155,720418:4,great food and the prices are very reasonable.,great,positive,positive
156,720620:5,simply some good tasting chinese food at incredible prices...,good,positive,positive
157,735448:2,"good music, great food, speedy service affordable prices.",great,positive,positive
158,744478:1,"fabulous decor - makes you feel like you're in a trendy manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a manhattanite, or spend most of your time in manhattan, rice avenue will make you feel at home.....very soho/village/upper west side minus the expensive prices and pretentious clientele.....all on roosevelt avenue!",friendly,positive,positive
159,751493:0,i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side.,pricey,negative,positive
160,757762:0,baluchi's has solid food and a nice decor at reasonable prices.,solid,positive,positive
161,Z#3:2,"i paid just about $60 for a good meal, though :)",good,positive,positive
162,TM#7:0,excellent food for great prices,excellent,positive,positive
163,P#10:3,and $11 for a plate of bland guacamole?,bland,negative,positive
164,TM#3:3,"the food was good, the place was clean and affordable.",good,positive,positive
165,BzG#2:1,"the food is flavorful, plentiful and reasonably priced.",plentiful,positive,positive
166,CLF#3:13,"however, our $14 drinks were were horrible!",horrible,negative,negative
167,CLF#3:23,i would not expect this for a $55 dinner.,expect,negative,negative
168,CLF#3:28,"by the time we left our wallets were empy and so were our stomachs and we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",good,negative,positive
169,CLF#3:29,if it seemed possible to do so while there i would have fought my bill since my dinner portion of my meal was inedible!,inedible,negative,negative
170,BFC#9:21,"all in all the food was good - a little on the expensive side, but fresh.",good,positive,positive
171,BG#5:7,"but if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for indian food",complimentary,positive,negative
172,BG#8:3,the lunch buffet is expensive but is deff worth it.,expensive,positive,positive
173,Z#6:5,"my party had the bbe $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!",wonderful,positive,positive
174,DBG#6:7,"the meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",free,positive,negative
175,TR#5:6,"price is high but the food is good, so i would come back again.",good,positive,positive
176,FF#3:9,"i took one bite from the $24 salmon, and i have never, in the 17 years i have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in flatbush farms.",bland,negative,positive
177,WE#1:3,"the bread was stale, the salad was overpriced and empty.",overpriced,negative,positive
